country,sex,birthyear,age,life_satisfaction,work_importance,financial_satisfaction,religiousity,political_scale,marital_status,employment,work_importance_r,age_group
NZL,Male,1944,75,3,1,1,Not a religious person,5,Married,Retired/pensioned,4,61+
NZL,Male,1944,75,6,2,6,Not a religious person,4,Divorced,Retired/pensioned,3,61+
NZL,Female,1944,75,8,2,8,A religious person,5,Single,Retired/pensioned,3,61+
NZL,Male,1944,75,9,1,9,A religious person,1,Married,Unemployed,4,61+
SGP,Female,1944,75,10,4,10,A religious person,5,Married,Homemaker not otherwise employed,1,61+
SGP,Male,1945,75,5,2,3,A religious person,5,Married,Unemployed,3,61+
SGP,Male,1944,75,8,3,7,Not a religious person,5,Married,Retired/pensioned,2,61+
SGP,Female,1945,75,5,4,5,A religious person,5,Single,Retired/pensioned,1,61+
SGP,Male,1944,75,7,1,8,Not a religious person,6,Widowed,Retired/pensioned,4,61+
SGP,Male,1945,75,3,4,1,Not a religious person,5,Married,Retired/pensioned,1,61+
SGP,Female,1945,75,5,4,9,Not a religious person,5,Widowed,Homemaker not otherwise employed,1,61+
SGP,Female,1945,75,7,3,7,A religious person,5,Widowed,Homemaker not otherwise employed,2,61+
SGP,Female,1945,75,1,1,2,A religious person,5,Married,Homemaker not otherwise employed,4,61+
SGP,Female,1945,75,10,2,10,A religious person,8,Married,Retired/pensioned,3,61+
SGP,Female,1945,75,10,2,6,A religious person,6,Married,Homemaker not otherwise employed,3,61+
SGP,Male,1945,75,7,2,6,A religious person,5,Married,Retired/pensioned,3,61+
CAN,Female,1946,74,9,4,9,A religious person,6,Married,Retired/pensioned,1,61+
CAN,Male,1945,74,6,1,7,Not a religious person,3,Married,Unemployed,4,61+
CAN,Male,1946,74,10,1,10,A religious person,7,Married,Retired/pensioned,4,61+
CAN,Male,1946,74,7,4,7,An atheist,6,Married,Retired/pensioned,1,61+
CAN,Female,1946,74,8,2,8,Not a religious person,3,Divorced,Retired/pensioned,3,61+
CAN,Male,1946,74,9,2,9,A religious person,7,Married,Retired/pensioned,3,61+
CAN,Male,1946,74,7,2,7,Not a religious person,7,Living together as married,Retired/pensioned,3,61+
CAN,Female,1946,74,2,4,2,Not a religious person,1,Single,Retired/pensioned,1,61+
CAN,Male,1946,74,8,3,8,Not a religious person,3,Divorced,Retired/pensioned,2,61+
CAN,Male,1945,74,8,1,9,A religious person,7,Married,Retired/pensioned,4,61+
CAN,Female,1946,74,8,4,8,An atheist,6,Married,Retired/pensioned,1,61+
CAN,Female,1946,74,10,4,10,A religious person,5,Married,Retired/pensioned,1,61+
CAN,Male,1946,74,10,4,10,An atheist,5,Living together as married,Retired/pensioned,1,61+
CAN,Male,1946,74,8,4,6,Not a religious person,5,Married,Retired/pensioned,1,61+
CAN,Male,1946,74,9,3,9,A religious person,6,Married,Retired/pensioned,2,61+
CAN,Male,1946,74,10,4,9,Not a religious person,8,Married,Retired/pensioned,1,61+
CAN,Female,1946,74,7,2,5,A religious person,4,Widowed,Retired/pensioned,3,61+
CAN,Female,1947,74,8,2,6,Not a religious person,7,Married,Full time,3,61+
CAN,Female,1946,74,8,2,8,A religious person,4,Divorced,Retired/pensioned,3,61+
CAN,Male,1946,74,9,2,9,A religious person,8,Married,Retired/pensioned,3,61+
CAN,Female,1946,74,4,2,3,An atheist,1,Married,Retired/pensioned,3,61+
CAN,Female,1946,74,7,2,7,Not a religious person,9,Married,Retired/pensioned,3,61+
CAN,Female,1946,74,8,2,9,A religious person,4,Married,Retired/pensioned,3,61+
CAN,Female,1946,74,4,4,1,A religious person,9,Divorced,Retired/pensioned,1,61+
CAN,Male,1946,74,4,4,2,Not a religious person,8,Married,Retired/pensioned,1,61+
CAN,Female,1945,74,8,4,7,Not a religious person,5,Widowed,Retired/pensioned,1,61+
CAN,Male,1946,74,9,2,9,Not a religious person,8,Living together as married,Retired/pensioned,3,61+
CAN,Male,1946,74,8,2,7,A religious person,7,Married,Retired/pensioned,3,61+
CAN,Male,1946,74,9,1,7,A religious person,5,Married,Retired/pensioned,4,61+
CAN,Female,1945,74,8,4,10,Not a religious person,5,Married,Retired/pensioned,1,61+
CAN,Female,1946,74,8,2,5,An atheist,10,Divorced,Part time,3,61+
CAN,Male,1946,74,8,4,8,A religious person,1,Single,Retired/pensioned,1,61+
CAN,Male,1946,74,8,3,8,Not a religious person,3,Married,Retired/pensioned,2,61+
CAN,Female,1945,74,8,3,7,A religious person,7,Married,Retired/pensioned,2,61+
CAN,Male,1946,74,6,1,3,Not a religious person,6,Married,Retired/pensioned,4,61+
CAN,Male,1946,74,10,4,8,A religious person,5,Married,Retired/pensioned,1,61+
CAN,Female,1945,74,9,4,8,Not a religious person,6,Widowed,Retired/pensioned,1,61+
CAN,Female,1946,74,8,3,9,Not a religious person,5,Married,Retired/pensioned,2,61+
CAN,Male,1946,74,9,2,4,A religious person,5,Married,Retired/pensioned,3,61+
CAN,Male,1946,74,9,1,9,Not a religious person,3,Divorced,Self employed,4,61+
NZL,Female,1945,74,8,1,8,Not a religious person,8,Divorced,Full time,4,61+
NZL,Male,1945,74,8,2,8,A religious person,7,Married,Retired/pensioned,3,61+
NZL,Female,1945,74,10,1,10,Not a religious person,5,Married,Retired/pensioned,4,61+
NZL,Male,1945,74,7,3,5,A religious person,3,Married,Full time,2,61+
NZL,Female,1945,74,8,4,6,A religious person,6,Married,Retired/pensioned,1,61+
NZL,Female,1945,74,8,4,8,Not a religious person,7,Married,Retired/pensioned,1,61+
NZL,Female,1945,74,10,2,10,Not a religious person,5,Married,Retired/pensioned,3,61+
NZL,Female,1945,74,7,4,7,Don't know,5,Married,Retired/pensioned,1,61+
NZL,Female,1945,74,10,1,10,A religious person,7,Married,Retired/pensioned,4,61+
NZL,Female,1945,74,7,2,7,Not a religious person,5,Widowed,Retired/pensioned,3,61+
SGP,Male,1946,74,7,4,2,A religious person,8,Divorced,Retired/pensioned,1,61+
SGP,Male,1946,74,8,2,8,Not a religious person,5,Married,Retired/pensioned,3,61+
SGP,Female,1946,74,9,1,9,Not a religious person,7,Widowed,Retired/pensioned,4,61+
SGP,Male,1945,74,10,4,10,An atheist,5,Married,Retired/pensioned,1,61+
SGP,Male,1945,74,6,4,5,A religious person,4,Married,Retired/pensioned,1,61+
SGP,Female,1946,74,7,1,4,A religious person,10,Single,Retired/pensioned,4,61+
SGP,Male,1946,74,10,1,10,A religious person,1,Married,Retired/pensioned,4,61+
SGP,Male,1946,74,5,1,7,A religious person,8,Married,Retired/pensioned,4,61+
SGP,Female,1946,74,7,2,6,A religious person,5,Widowed,Homemaker not otherwise employed,3,61+
SGP,Female,1946,74,7,4,7,A religious person,8,Divorced,Retired/pensioned,1,61+
SGP,Female,1946,74,7,2,7,An atheist,6,Married,Retired/pensioned,3,61+
CAN,Male,1946,73,4,3,5,A religious person,8,Married,Retired/pensioned,2,61+
CAN,Male,1947,73,7,2,8,A religious person,4,Married,Retired/pensioned,3,61+
CAN,Male,1947,73,7,4,7,Not a religious person,5,Married,Retired/pensioned,1,61+
CAN,Female,1947,73,9,1,9,A religious person,1,Single,Retired/pensioned,4,61+
CAN,Male,1947,73,9,2,8,An atheist,8,Married,Retired/pensioned,3,61+
CAN,Male,1947,73,8,4,10,Not a religious person,5,Living together as married,Retired/pensioned,1,61+
CAN,Female,1947,73,8,2,8,Not a religious person,2,Separated,Retired/pensioned,3,61+
CAN,Male,1946,73,5,2,3,A religious person,6,Single,Retired/pensioned,3,61+
CAN,Female,1947,73,10,2,10,Not a religious person,6,Widowed,Retired/pensioned,3,61+
CAN,Male,1947,73,8,2,9,A religious person,7,Married,Retired/pensioned,3,61+
CAN,Male,1947,73,7,3,7,Not a religious person,6,Widowed,Self employed,2,61+
CAN,Male,1947,73,8,4,10,An atheist,5,Married,Retired/pensioned,1,61+
CAN,Female,1946,73,4,2,9,A religious person,9,Married,Retired/pensioned,3,61+
CAN,Male,1947,73,5,1,2,A religious person,10,Married,Full time,4,61+
CAN,Male,1947,73,7,4,8,A religious person,3,Married,Retired/pensioned,1,61+
CAN,Female,1947,73,7,4,8,A religious person,4,Divorced,Retired/pensioned,1,61+
CAN,Female,1946,73,9,4,9,Not a religious person,5,Married,Retired/pensioned,1,61+
CAN,Female,1947,73,9,4,9,A religious person,1,Widowed,Retired/pensioned,1,61+
CAN,Male,1947,73,8,2,9,An atheist,3,Married,Retired/pensioned,3,61+
CAN,Female,1946,73,9,2,9,Not a religious person,5,Married,Retired/pensioned,3,61+
CAN,Female,1946,73,8,3,7,A religious person,5,Divorced,Retired/pensioned,2,61+
CAN,Female,1947,73,8,3,4,A religious person,9,Widowed,Retired/pensioned,2,61+
CAN,Female,1947,73,8,4,8,A religious person,5,Married,Retired/pensioned,1,61+
CAN,Male,1947,73,9,1,9,An atheist,2,Separated,Retired/pensioned,4,61+
CAN,Male,1947,73,8,4,9,Not a religious person,5,Married,Retired/pensioned,1,61+
CAN,Male,1947,73,9,3,10,Not a religious person,5,Married,Retired/pensioned,2,61+
CAN,Male,1947,73,8,2,8,An atheist,5,Married,Retired/pensioned,3,61+
CAN,Male,1947,73,9,1,9,A religious person,3,Married,Retired/pensioned,4,61+
CAN,Male,1947,73,8,4,8,An atheist,3,Married,Retired/pensioned,1,61+
CAN,Male,1947,73,8,2,6,Not a religious person,7,Married,Self employed,3,61+
CAN,Male,1947,73,9,3,7,Not a religious person,4,Married,Retired/pensioned,2,61+
NZL,Female,1946,73,10,2,10,A religious person,10,Married,Retired/pensioned,3,61+
NZL,Male,1946,73,8,4,9,Not a religious person,6,Married,Retired/pensioned,1,61+
NZL,Male,1946,73,9,4,8,An atheist,2,Married,Retired/pensioned,1,61+
NZL,Female,1946,73,9,4,8,Not a religious person,4,Married,Retired/pensioned,1,61+
NZL,Female,1946,73,9,1,8,A religious person,4,Living together as married,Retired/pensioned,4,61+
NZL,Male,1946,73,9,4,9,A religious person,6,Married,Retired/pensioned,1,61+
NZL,Female,1946,73,8,3,8,A religious person,6,Married,Retired/pensioned,2,61+
NZL,Male,1946,73,8,1,10,Not a religious person,8,Married,Retired/pensioned,4,61+
NZL,Male,1946,73,8,1,8,Not a religious person,9,Married,Retired/pensioned,4,61+
NZL,Female,1946,73,7,2,10,A religious person,1,Married,Retired/pensioned,3,61+
NZL,Female,1946,73,6,2,7,A religious person,4,Living together as married,Part time,3,61+
SGP,Female,1947,73,8,4,8,A religious person,1,Widowed,Retired/pensioned,1,61+
SGP,Male,1946,73,8,3,7,An atheist,5,Married,Retired/pensioned,2,61+
SGP,Female,1947,73,4,4,3,A religious person,10,Married,Self employed,1,61+
SGP,Female,1947,73,10,4,10,Not a religious person,10,Widowed,Retired/pensioned,1,61+
SGP,Female,1947,73,10,1,5,A religious person,10,Widowed,Retired/pensioned,4,61+
SGP,Male,1947,73,7,2,6,An atheist,8,Married,Retired/pensioned,3,61+
SGP,Male,1947,73,7,2,7,An atheist,5,Married,Retired/pensioned,3,61+
SGP,Female,1947,73,8,2,9,A religious person,7,Single,Full time,3,61+
SGP,Female,1946,73,5,3,6,A religious person,8,Married,Retired/pensioned,2,61+
SGP,Male,1947,73,9,4,10,A religious person,10,Married,Self employed,1,61+
SGP,Male,1946,73,7,4,6,A religious person,9,Widowed,Part time,1,61+
SGP,Male,1946,73,8,2,7,An atheist,3,Married,Retired/pensioned,3,61+
SGP,Female,1946,73,7,1,2,A religious person,1,Married,Retired/pensioned,4,61+
SGP,Female,1947,73,9,2,10,A religious person,3,Married,Retired/pensioned,3,61+
SGP,Male,1946,73,6,3,9,Not a religious person,6,Married,Retired/pensioned,2,61+
SGP,Male,1947,73,8,2,8,Not a religious person,5,Married,Retired/pensioned,3,61+
SGP,Female,1946,73,7,3,7,A religious person,5,Married,Part time,2,61+
SGP,Female,1947,73,8,2,6,A religious person,8,Widowed,Part time,3,61+
CAN,Male,1948,72,8,4,8,Not a religious person,6,Widowed,Retired/pensioned,1,61+
CAN,Male,1948,72,9,4,9,An atheist,3,Living together as married,Retired/pensioned,1,61+
CAN,Male,1948,72,7,1,5,An atheist,5,Divorced,Self employed,4,61+
CAN,Male,1948,72,10,2,10,Not a religious person,2,Married,Retired/pensioned,3,61+
CAN,Female,1947,72,8,1,8,A religious person,5,Married,Retired/pensioned,4,61+
CAN,Male,1948,72,8,2,7,An atheist,7,Living together as married,Retired/pensioned,3,61+
CAN,Male,1948,72,8,1,8,Not a religious person,5,Married,Retired/pensioned,4,61+
CAN,Male,1948,72,9,4,9,A religious person,6,Married,Retired/pensioned,1,61+
CAN,Female,1947,72,8,4,9,Not a religious person,3,Widowed,Retired/pensioned,1,61+
CAN,Female,1948,72,10,1,10,Not a religious person,6,Married,Retired/pensioned,4,61+
CAN,Male,1948,72,8,3,8,Not a religious person,7,Married,Retired/pensioned,2,61+
CAN,Female,1948,72,7,1,8,A religious person,5,Widowed,Retired/pensioned,4,61+
CAN,Female,1948,72,7,4,5,A religious person,6,Married,Retired/pensioned,1,61+
CAN,Male,1947,72,10,2,10,Not a religious person,7,Married,Retired/pensioned,3,61+
CAN,Male,1947,72,7,3,8,An atheist,2,Married,Retired/pensioned,2,61+
CAN,Female,1948,72,8,2,7,A religious person,7,Married,Retired/pensioned,3,61+
CAN,Female,1948,72,9,1,10,A religious person,10,Married,Retired/pensioned,4,61+
CAN,Male,1948,72,9,2,9,An atheist,3,Married,Retired/pensioned,3,61+
CAN,Male,1948,72,8,2,5,A religious person,5,Married,Retired/pensioned,3,61+
CAN,Male,1948,72,9,2,9,Not a religious person,5,Married,Retired/pensioned,3,61+
CAN,Male,1948,72,8,1,7,A religious person,7,Married,Full time,4,61+
CAN,Male,1948,72,4,2,3,Not a religious person,7,Married,Retired/pensioned,3,61+
CAN,Female,1948,72,9,1,4,A religious person,5,Widowed,Retired/pensioned,4,61+
CAN,Male,1948,72,7,4,9,An atheist,4,Divorced,Retired/pensioned,1,61+
CAN,Male,1948,72,6,4,9,A religious person,6,Single,Retired/pensioned,1,61+
CAN,Male,1947,72,5,4,6,An atheist,6,Divorced,Retired/pensioned,1,61+
CAN,Female,1948,72,10,4,9,A religious person,2,Single,Retired/pensioned,1,61+
CAN,Female,1948,72,7,4,4,A religious person,3,Widowed,Retired/pensioned,1,61+
CAN,Female,1947,72,9,1,9,A religious person,5,Widowed,Self employed,4,61+
CAN,Male,1948,72,8,4,9,An atheist,2,Divorced,Retired/pensioned,1,61+
CAN,Male,1948,72,8,2,8,Not a religious person,7,Married,Retired/pensioned,3,61+
CAN,Male,1947,72,7,4,5,A religious person,4,Married,Retired/pensioned,1,61+
CAN,Male,1948,72,10,2,10,A religious person,5,Married,Retired/pensioned,3,61+
CAN,Female,1948,72,8,2,7,A religious person,6,Married,Retired/pensioned,3,61+
CAN,Male,1947,72,9,2,9,A religious person,9,Married,Retired/pensioned,3,61+
CAN,Male,1948,72,7,4,8,Not a religious person,3,Separated,Retired/pensioned,1,61+
CAN,Female,1948,72,9,2,9,Not a religious person,3,Married,Retired/pensioned,3,61+
CAN,Female,1948,72,10,2,10,Not a religious person,7,Married,Retired/pensioned,3,61+
CAN,Male,1948,72,9,3,10,A religious person,6,Married,Retired/pensioned,2,61+
CAN,Female,1948,72,5,2,8,Not a religious person,1,Married,Retired/pensioned,3,61+
CAN,Male,1948,72,7,1,5,A religious person,5,Married,Retired/pensioned,4,61+
NZL,Male,1947,72,7,4,3,A religious person,7,Divorced,Retired/pensioned,1,61+
NZL,Female,1947,72,7,1,6,A religious person,6,Married,Part time,4,61+
NZL,Female,1947,72,7,3,8,A religious person,9,Married,Retired/pensioned,2,61+
NZL,Female,1947,72,8,3,1,A religious person,8,Married,Retired/pensioned,2,61+
NZL,Female,1947,72,6,2,4,A religious person,7,Widowed,Part time,3,61+
NZL,Male,1947,72,8,1,4,A religious person,8,Married,Retired/pensioned,4,61+
NZL,Male,1947,72,6,2,7,A religious person,9,Married,Full time,3,61+
NZL,Female,1947,72,8,4,6,Not a religious person,4,Married,Retired/pensioned,1,61+
NZL,Male,1947,72,8,2,6,Don't know,6,Married,Full time,3,61+
NZL,Female,1947,72,7,2,8,Not a religious person,7,Married,Retired/pensioned,3,61+
NZL,Female,1947,72,9,3,7,Not a religious person,5,Married,Retired/pensioned,2,61+
NZL,Male,1947,72,9,3,7,An atheist,7,Married,Retired/pensioned,2,61+
SGP,Male,1947,72,10,1,10,A religious person,7,Single,Retired/pensioned,4,61+
SGP,Female,1948,72,7,4,7,Not a religious person,6,Married,Homemaker not otherwise employed,1,61+
SGP,Male,1947,72,8,3,8,Not a religious person,6,Married,Retired/pensioned,2,61+
SGP,Male,1947,72,10,1,10,A religious person,10,Married,Self employed,4,61+
SGP,Male,1948,72,1,3,1,A religious person,5,Married,Other,2,61+
SGP,Female,1947,72,10,2,8,A religious person,8,Married,Retired/pensioned,3,61+
SGP,Female,1948,72,5,2,5,A religious person,8,Married,Homemaker not otherwise employed,3,61+
SGP,Male,1948,72,10,1,10,A religious person,10,Married,Retired/pensioned,4,61+
SGP,Male,1948,72,10,1,10,Not a religious person,5,Married,Retired/pensioned,4,61+
SGP,Female,1947,72,8,1,10,A religious person,1,Married,Part time,4,61+
SGP,Female,1948,72,8,1,8,A religious person,5,Married,Homemaker not otherwise employed,4,61+
SGP,Male,1948,72,9,3,9,A religious person,5,Married,Part time,2,61+
SGP,Male,1948,72,7,1,7,A religious person,8,Married,Part time,4,61+
SGP,Female,1948,72,6,3,3,A religious person,8,Married,Retired/pensioned,2,61+
SGP,Male,1948,72,9,3,9,An atheist,6,Married,Retired/pensioned,2,61+
SGP,Female,1948,72,4,3,4,A religious person,5,Married,Homemaker not otherwise employed,2,61+
CAN,Male,1948,71,8,4,10,An atheist,5,Married,Retired/pensioned,1,61+
CAN,Female,1948,71,9,2,7,Not a religious person,3,Divorced,Retired/pensioned,3,61+
CAN,Male,1949,71,8,1,7,A religious person,7,Married,Retired/pensioned,4,61+
CAN,Male,1949,71,7,4,8,An atheist,1,Living together as married,Retired/pensioned,1,61+
CAN,Male,1949,71,8,2,9,Not a religious person,6,Married,Retired/pensioned,3,61+
CAN,Female,1949,71,8,3,6,A religious person,5,Divorced,Retired/pensioned,2,61+
CAN,Male,1949,71,8,1,6,Not a religious person,8,Married,Retired/pensioned,4,61+
CAN,Male,1949,71,10,3,10,A religious person,6,Living together as married,Retired/pensioned,2,61+
CAN,Male,1949,71,8,3,8,An atheist,7,Married,Retired/pensioned,2,61+
CAN,Female,1949,71,8,4,9,Not a religious person,4,Married,Retired/pensioned,1,61+
CAN,Male,1949,71,8,1,5,A religious person,6,Married,Part time,4,61+
CAN,Female,1948,71,7,2,8,Not a religious person,4,Married,Retired/pensioned,3,61+
CAN,Male,1949,71,10,1,9,A religious person,8,Married,Retired/pensioned,4,61+
CAN,Female,1949,71,9,3,9,A religious person,3,Married,Retired/pensioned,2,61+
CAN,Male,1949,71,8,3,9,Not a religious person,6,Married,Retired/pensioned,2,61+
CAN,Male,1948,71,6,3,4,An atheist,6,Separated,Retired/pensioned,2,61+
CAN,Male,1949,71,8,4,8,A religious person,5,Living together as married,Retired/pensioned,1,61+
CAN,Female,1949,71,9,2,8,A religious person,4,Married,Full time,3,61+
CAN,Female,1948,71,7,1,9,Not a religious person,7,Married,Retired/pensioned,4,61+
CAN,Male,1949,71,8,3,8,An atheist,5,Married,Retired/pensioned,2,61+
CAN,Male,1949,71,8,2,9,A religious person,4,Living together as married,Retired/pensioned,3,61+
CAN,Female,1949,71,8,2,7,An atheist,4,Divorced,Retired/pensioned,3,61+
CAN,Female,1948,71,9,2,8,A religious person,5,Widowed,Retired/pensioned,3,61+
CAN,Male,1948,71,6,4,6,Not a religious person,5,Married,Retired/pensioned,1,61+
CAN,Male,1948,71,8,2,8,A religious person,2,Married,Retired/pensioned,3,61+
CAN,Male,1949,71,10,4,10,A religious person,5,Married,Retired/pensioned,1,61+
CAN,Male,1948,71,9,4,10,An atheist,9,Married,Retired/pensioned,1,61+
CAN,Male,1948,71,8,3,4,A religious person,2,Single,Retired/pensioned,2,61+
CAN,Female,1949,71,4,4,8,A religious person,10,Married,Retired/pensioned,1,61+
CAN,Male,1949,71,8,2,6,Not a religious person,6,Married,Retired/pensioned,3,61+
CAN,Female,1948,71,7,2,6,Not a religious person,4,Married,Part time,3,61+
CAN,Male,1949,71,5,1,4,A religious person,7,Divorced,Part time,4,61+
CAN,Male,1949,71,7,2,8,Not a religious person,6,Married,Retired/pensioned,3,61+
CAN,Female,1949,71,6,2,6,A religious person,4,Single,Retired/pensioned,3,61+
CAN,Male,1948,71,8,4,6,Not a religious person,6,Married,Retired/pensioned,1,61+
CAN,Male,1949,71,8,4,6,Not a religious person,8,Married,Retired/pensioned,1,61+
CAN,Male,1949,71,8,3,7,A religious person,4,Divorced,Retired/pensioned,2,61+
CAN,Female,1949,71,8,4,8,Not a religious person,5,Married,Retired/pensioned,1,61+
CAN,Female,1949,71,7,3,5,A religious person,6,Married,Retired/pensioned,2,61+
CAN,Male,1949,71,8,2,9,Not a religious person,3,Single,Retired/pensioned,3,61+
CAN,Female,1949,71,5,4,8,Not a religious person,4,Married,Retired/pensioned,1,61+
CAN,Male,1949,71,7,4,7,Not a religious person,9,Married,Retired/pensioned,1,61+
CAN,Female,1949,71,5,3,3,A religious person,5,Separated,Retired/pensioned,2,61+
CAN,Male,1949,71,9,3,10,A religious person,7,Married,Retired/pensioned,2,61+
CAN,Female,1949,71,10,4,10,Not a religious person,1,Living together as married,Retired/pensioned,1,61+
CAN,Male,1949,71,4,2,9,Not a religious person,7,Married,Self employed,3,61+
CAN,Female,1949,71,9,4,9,A religious person,5,Divorced,Retired/pensioned,1,61+
CAN,Male,1949,71,8,4,7,Not a religious person,9,Widowed,Retired/pensioned,1,61+
CAN,Male,1949,71,8,2,9,An atheist,4,Separated,Retired/pensioned,3,61+
