country,sex,age,marital_status,employment
CAN,Female,46,Married,Full time
CAN,Female,43,Married,Unemployed
CAN,Female,31,Married,Full time
CAN,Female,49,Married,Homemaker not otherwise employed
CAN,Female,65,Married,Retired/pensioned
CAN,Female,37,Married,Homemaker not otherwise employed
CAN,Female,52,Married,Part time
CAN,Female,73,Single,Retired/pensioned
CAN,Male,66,Married,Retired/pensioned
CAN,Female,61,Separated,Retired/pensioned
CAN,Female,63,Single,Full time
CAN,Female,41,Married,Part time
CAN,Female,49,Married,Homemaker not otherwise employed
CAN,Female,21,Living together as married,Student
CAN,Female,30,Single,Full time
CAN,Female,49,Divorced,Full time
CAN,Female,38,Single,Full time
CAN,Female,26,Living together as married,Full time
CAN,Male,65,Living together as married,Retired/pensioned
CAN,Female,49,Married,Other
CAN,Male,59,Married,Full time
CAN,Female,48,Living together as married,Part time
CAN,Male,35,Married,Part time
CAN,Female,20,Living together as married,Student
CAN,Female,52,Married,Homemaker not otherwise employed
CAN,Female,39,Living together as married,Full time
CAN,Male,59,Married,Retired/pensioned
CAN,Female,54,Married,Other
CAN,Male,84,Married,Retired/pensioned
CAN,Female,78,Widowed,Retired/pensioned
CAN,Male,73,Married,Retired/pensioned
CAN,Male,32,Married,Full time
CAN,Male,25,Single,Full time
CAN,Female,59,Separated,Full time
CAN,Female,55,Divorced,Full time
CAN,Female,26,Single,Full time
CAN,Male,62,Married,Full time
CAN,Male,21,Single,Student
CAN,Female,38,Married,Self employed
CAN,Female,51,Living together as married,Full time
CAN,Male,65,Widowed,Retired/pensioned
CAN,Female,48,Married,Full time
CAN,Female,67,Widowed,Retired/pensioned
CAN,Male,69,Married,Retired/pensioned
CAN,Male,39,Single,Unemployed
CAN,Male,34,Married,Full time
CAN,Female,24,Single,Student
CAN,Male,53,Married,Full time
CAN,Female,36,Married,Student
CAN,Male,40,Single,Full time
CAN,Female,36,Living together as married,Full time
CAN,Female,36,Married,Full time
CAN,Male,32,Widowed,Full time
CAN,Male,69,Married,Full time
CAN,Male,28,Married,Full time
CAN,Male,64,Married,Retired/pensioned
CAN,Male,26,Single,Full time
CAN,Female,55,Single,Unemployed
CAN,Female,27,Married,Full time
CAN,Male,55,Married,Retired/pensioned
CAN,Female,48,Married,Full time
CAN,Female,70,Single,Retired/pensioned
CAN,Male,54,Married,Unemployed
CAN,Female,79,Married,Retired/pensioned
CAN,Male,62,Married,Full time
CAN,Female,46,Single,Full time
CAN,Female,55,Single,Other
CAN,Female,24,Single,Full time
CAN,Female,40,Married,Full time
CAN,Female,35,Single,Full time
CAN,Female,63,Married,Full time
CAN,Male,47,Married,Full time
CAN,Male,53,Married,Full time
CAN,Female,63,Divorced,Full time
CAN,Male,48,Married,Full time
CAN,Female,71,Married,Retired/pensioned
CAN,Female,20,Single,Student
CAN,Male,69,Married,Retired/pensioned
CAN,Male,59,Married,Full time
CAN,Male,59,Single,Retired/pensioned
CAN,Female,31,Married,Full time
CAN,Female,35,Single,Full time
CAN,Male,23,Single,Full time
CAN,Male,50,Single,Self employed
CAN,Female,59,Married,Retired/pensioned
CAN,Male,73,Living together as married,Retired/pensioned
CAN,Male,48,Divorced,Full time
CAN,Male,35,Living together as married,Self employed
CAN,Female,53,Married,Full time
CAN,Male,45,Living together as married,Full time
CAN,Female,36,Married,Full time
CAN,Male,33,Single,Full time
CAN,Female,64,Married,Retired/pensioned
CAN,Female,26,Living together as married,Full time
CAN,Male,38,Single,Self employed
CAN,Female,31,Married,Part time
CAN,Female,47,Single,Unemployed
CAN,Male,38,Married,Full time
CAN,Male,74,Living together as married,Retired/pensioned
CAN,Female,49,Divorced,Full time
CAN,Male,54,Single,Full time
CAN,Female,60,Married,Self employed
CAN,Female,77,Married,Retired/pensioned
CAN,Female,28,Single,Full time
CAN,Female,65,Married,Homemaker not otherwise employed
CAN,Female,25,Single,Unemployed
CAN,Male,62,Married,Retired/pensioned
CAN,Male,61,Married,Full time
CAN,Female,76,Single,Retired/pensioned
CAN,Male,28,Married,Full time
CAN,Female,27,Living together as married,Full time
CAN,Male,43,Separated,Full time
CAN,Female,45,Single,Full time
CAN,Female,23,Single,Full time
CAN,Female,74,Single,Retired/pensioned
CAN,Female,65,Living together as married,Retired/pensioned
CAN,Male,78,Married,Retired/pensioned
CAN,Female,68,Married,Retired/pensioned
CAN,Female,37,Single,Full time
CAN,Female,23,Single,Student
CAN,Female,46,Living together as married,Homemaker not otherwise employed
CAN,Female,35,Married,Full time
CAN,Male,53,Divorced,Unemployed
CAN,Male,75,Married,Retired/pensioned
CAN,Female,36,Single,Full time
CAN,Female,48,Separated,Full time
CAN,Female,33,Married,Full time
CAN,Female,68,Divorced,Retired/pensioned
CAN,Male,40,Married,Homemaker not otherwise employed
CAN,Male,25,Single,Student
CAN,Female,43,Living together as married,Full time
CAN,Female,52,Married,Homemaker not otherwise employed
CAN,Male,50,Married,Full time
CAN,Male,28,Single,Full time
CAN,Male,52,Married,Full time
CAN,Male,33,Married,Full time
CAN,Male,59,Married,Retired/pensioned
CAN,Male,53,Married,Self employed
CAN,Male,57,Married,Full time
CAN,Male,25,Single,Student
CAN,Female,58,Divorced,Full time
CAN,Male,58,Married,Full time
CAN,Female,33,Single,Unemployed
CAN,Male,71,Married,Retired/pensioned
CAN,Female,24,Married,Full time
CAN,Male,44,Married,Full time
CAN,Female,48,Divorced,Full time
CAN,Female,27,Married,Full time
CAN,Female,22,Single,Unemployed
CAN,Female,44,Married,Homemaker not otherwise employed
CAN,Male,70,Married,Retired/pensioned
CAN,Male,65,Living together as married,Retired/pensioned
CAN,Male,49,Single,Unemployed
CAN,Male,71,Separated,Retired/pensioned
CAN,Male,63,Married,Full time
CAN,Male,70,Married,Retired/pensioned
CAN,Female,25,Single,Student
CAN,Female,66,Married,Retired/pensioned
CAN,Male,33,Married,Part time
CAN,Female,63,Married,Homemaker not otherwise employed
CAN,Female,25,Living together as married,Full time
CAN,Female,19,Single,Student
CAN,Female,19,Single,Student
CAN,Female,33,Married,Unemployed
CAN,Female,22,Living together as married,Full time
CAN,Female,19,Living together as married,Homemaker not otherwise employed
CAN,Male,52,Separated,Full time
CAN,Male,22,Living together as married,Full time
CAN,Female,26,Single,Full time
CAN,Female,30,Married,Homemaker not otherwise employed
CAN,Male,30,Married,Full time
CAN,Male,30,Married,Full time
CAN,Female,38,Married,Full time
CAN,Female,27,Single,Full time
CAN,Male,32,Married,Full time
CAN,Female,57,Single,Retired/pensioned
CAN,Female,61,Single,Other
CAN,Female,19,Single,Student
CAN,Male,75,Married,Retired/pensioned
CAN,Female,33,Single,Full time
CAN,Female,47,Living together as married,Full time
CAN,Male,24,Single,Unemployed
CAN,Female,29,Single,Full time
CAN,Male,56,Married,Full time
CAN,Female,53,Living together as married,Other
CAN,Female,57,Single,Full time
CAN,Female,28,Separated,Unemployed
CAN,Female,39,Married,Full time
CAN,Female,43,Single,Full time
CAN,Female,26,Living together as married,Student
CAN,Male,27,Married,Full time
CAN,Male,64,Divorced,Full time
CAN,Male,39,Married,Full time
CAN,Female,62,Living together as married,Full time
CAN,Male,40,Married,Full time
CAN,Male,33,Married,Full time
CAN,Male,29,Single,Full time
CAN,Female,19,Single,Student
CAN,Male,62,Widowed,Retired/pensioned
CAN,Male,79,Married,Retired/pensioned
CAN,Female,20,Single,Student
CAN,Female,25,Single,Full time
CAN,Female,32,Living together as married,Full time
CAN,Female,25,Living together as married,Homemaker not otherwise employed
CAN,Male,53,Living together as married,Full time
CAN,Female,31,Married,Full time
CAN,Female,33,Single,Self employed
CAN,Female,50,Divorced,Self employed
CAN,Male,59,Living together as married,Full time
CAN,Female,39,Divorced,Full time
CAN,Female,51,Married,Part time
CAN,Female,68,Widowed,Full time
CAN,Female,25,Living together as married,Full time
CAN,Male,33,Married,Full time
CAN,Male,80,Married,Retired/pensioned
CAN,Female,64,Married,Retired/pensioned
CAN,Male,74,Divorced,Retired/pensioned
CAN,Female,25,Single,Student
CAN,Male,68,Married,Retired/pensioned
CAN,Female,59,Single,Retired/pensioned
CAN,Male,57,Married,Full time
CAN,Male,74,Married,Retired/pensioned
CAN,Female,46,Divorced,Other
CAN,Male,72,Living together as married,Retired/pensioned
CAN,Female,25,Married,Homemaker not otherwise employed
CAN,Male,43,Divorced,Unemployed
CAN,Female,44,Living together as married,Full time
CAN,Male,37,Single,Full time
CAN,Male,72,Married,Retired/pensioned
CAN,Female,65,Married,Retired/pensioned
CAN,Female,48,Single,Full time
CAN,Male,66,Single,Retired/pensioned
CAN,Male,36,Living together as married,Full time
CAN,Male,34,Living together as married,Full time
CAN,Female,40,Married,Full time
CAN,Female,58,Married,Retired/pensioned
CAN,Female,21,Single,Student
CAN,Male,26,Married,Full time
CAN,Male,68,Married,Retired/pensioned
CAN,Male,71,Living together as married,Retired/pensioned
CAN,Female,64,Single,Unemployed
CAN,Male,85,Married,Retired/pensioned
CAN,Male,61,Married,Retired/pensioned
CAN,Female,59,Living together as married,Retired/pensioned
CAN,Female,25,Single,Student
CAN,Male,45,Living together as married,Unemployed
CAN,Male,29,Married,Full time
CAN,Male,28,Married,Full time
CAN,Female,31,Single,Self employed
CAN,Female,67,Divorced,Retired/pensioned
CAN,Male,60,Married,Retired/pensioned
CAN,Female,32,Married,Part time
CAN,Female,31,Married,Full time
CAN,Female,66,Widowed,Retired/pensioned
CAN,Female,82,Married,Retired/pensioned
CAN,Female,37,Married,Unemployed
CAN,Female,59,Living together as married,Unemployed
CAN,Male,21,Single,Student
CAN,Male,70,Married,Retired/pensioned
CAN,Female,20,Single,Student
CAN,Female,45,Living together as married,Unemployed
CAN,Male,51,Divorced,Full time
CAN,Female,63,Married,Part time
CAN,Female,71,Married,Full time
CAN,Male,69,Married,Retired/pensioned
CAN,Male,39,Living together as married,Full time
CAN,Male,76,Married,Retired/pensioned
CAN,Male,63,Living together as married,Retired/pensioned
CAN,Male,49,Married,Self employed
CAN,Male,58,Single,Retired/pensioned
CAN,Female,65,Single,Retired/pensioned
CAN,Female,25,Single,Student
CAN,Female,27,Single,Unemployed
CAN,Male,53,Married,Self employed
CAN,Female,24,Single,Student
CAN,Male,64,Married,Retired/pensioned
CAN,Male,76,Married,Retired/pensioned
CAN,Female,30,Married,Full time
CAN,Male,72,Married,Retired/pensioned
CAN,Male,46,Married,Full time
CAN,Female,65,Single,Retired/pensioned
CAN,Male,29,Single,Unemployed
CAN,Female,21,Single,Student
CAN,Male,55,Married,Full time
CAN,Male,31,Living together as married,Full time
CAN,Female,73,Separated,Retired/pensioned
CAN,Female,64,Divorced,Retired/pensioned
CAN,Male,23,Single,Unemployed
CAN,Female,55,Married,Self employed
CAN,Male,65,Married,Retired/pensioned
CAN,Female,89,Widowed,Retired/pensioned
CAN,Male,53,Married,Full time
CAN,Male,66,Married,Retired/pensioned
CAN,Male,26,Single,Full time
CAN,Male,47,Married,Self employed
CAN,Female,38,Living together as married,Full time
CAN,Female,31,Separated,Full time
CAN,Male,40,Married,Full time
CAN,Female,70,Married,Retired/pensioned
CAN,Male,28,Living together as married,Full time
CAN,Male,60,Living together as married,Other
CAN,Female,77,Married,Retired/pensioned
CAN,Female,41,Married,Unemployed
CAN,Male,32,Single,Unemployed
CAN,Male,40,Living together as married,Full time
CAN,Female,72,Widowed,Retired/pensioned
CAN,Male,67,Married,Full time
CAN,Female,20,Single,Part time
CAN,Male,69,Married,Self employed
CAN,Male,48,Married,Full time
CAN,Male,65,Married,Retired/pensioned
CAN,Male,51,Married,Full time
CAN,Female,49,Married,Full time
CAN,Female,62,Married,Full time
CAN,Female,80,Single,Retired/pensioned
CAN,Male,78,Married,Retired/pensioned
CAN,Female,65,Single,Part time
CAN,Female,63,Living together as married,Retired/pensioned
CAN,Female,64,Married,Retired/pensioned
CAN,Male,66,Living together as married,Retired/pensioned
CAN,Male,67,Married,Retired/pensioned
CAN,Male,42,Living together as married,Full time
CAN,Female,41,Single,Unemployed
CAN,Female,25,Single,Student
CAN,Female,18,Single,Student
CAN,Female,44,Single,Full time
CAN,Female,32,Separated,Full time
CAN,Male,44,Married,Full time
CAN,Male,67,Married,Full time
CAN,Male,70,Married,Part time
CAN,Female,18,Single,Student
CAN,Female,22,Married,Unemployed
CAN,Male,45,Married,Full time
CAN,Male,62,Living together as married,Full time
CAN,Female,72,Married,Retired/pensioned
CAN,Female,64,Married,Retired/pensioned
CAN,Female,30,Living together as married,Homemaker not otherwise employed
CAN,Male,66,Married,Retired/pensioned
CAN,Female,50,Living together as married,Unemployed
CAN,Female,60,Divorced,Unemployed
CAN,Female,45,Widowed,Full time
CAN,Male,77,Married,Retired/pensioned
CAN,Male,44,Living together as married,Full time
CAN,Male,70,Separated,Retired/pensioned
CAN,Male,52,Married,Unemployed
CAN,Female,67,Living together as married,Retired/pensioned
CAN,Female,46,Married,Full time
CAN,Female,69,Divorced,Retired/pensioned
CAN,Female,68,Married,Retired/pensioned
CAN,Female,67,Single,Unemployed
CAN,Female,64,Married,Retired/pensioned
CAN,Male,60,Married,Retired/pensioned
CAN,Female,29,Single,Full time
CAN,Female,30,Living together as married,Full time
CAN,Female,37,Single,Full time
CAN,Female,44,Married,Full time
CAN,Female,68,Married,Retired/pensioned
CAN,Male,44,Living together as married,Full time
CAN,Female,24,Living together as married,Student
CAN,Female,27,Single,Full time
CAN,Female,77,Single,Retired/pensioned
CAN,Male,44,Married,Full time
CAN,Female,46,Married,Full time
CAN,Male,66,Married,Self employed
CAN,Female,71,Married,Retired/pensioned
CAN,Male,53,Single,Unemployed
CAN,Female,49,Single,Homemaker not otherwise employed
CAN,Male,73,Single,Retired/pensioned
CAN,Male,53,Separated,Full time
CAN,Female,44,Married,Homemaker not otherwise employed
CAN,Female,48,Living together as married,Full time
CAN,Female,24,Single,Student
CAN,Female,25,Single,Part time
CAN,Female,59,Divorced,Retired/pensioned
CAN,Male,57,Married,Full time
CAN,Female,68,Married,Retired/pensioned
CAN,Female,47,Divorced,Full time
CAN,Male,51,Single,Unemployed
CAN,Female,42,Married,Full time
CAN,Male,34,Married,Part time
CAN,Female,59,Married,Full time
CAN,Male,93,Widowed,Part time
CAN,Male,86,Married,Retired/pensioned
CAN,Male,51,Single,Full time
CAN,Female,59,Married,Homemaker not otherwise employed
CAN,Female,69,Married,Retired/pensioned
CAN,Male,18,Single,Student
CAN,Female,59,Married,Full time
CAN,Male,40,Married,Part time
CAN,Male,32,Married,Full time
CAN,Male,76,Married,Retired/pensioned
CAN,Male,57,Married,Part time
CAN,Male,44,Divorced,Full time
CAN,Male,79,Widowed,Self employed
CAN,Female,44,Separated,Full time
CAN,Male,28,Single,Full time
CAN,Female,53,Married,Full time
CAN,Female,73,Widowed,Retired/pensioned
CAN,Female,65,Married,Retired/pensioned
CAN,Female,65,Divorced,Retired/pensioned
CAN,Male,30,Single,Full time
CAN,Female,46,Married,Full time
CAN,Male,50,Married,Full time
CAN,Female,19,Single,Full time
CAN,Male,71,Married,Retired/pensioned
CAN,Female,30,Single,Full time
CAN,Male,26,Single,Full time
CAN,Female,55,Married,Full time
CAN,Female,48,Divorced,Full time
CAN,Male,41,Married,Full time
CAN,Female,75,Married,Retired/pensioned
CAN,Male,52,Living together as married,Other
CAN,Male,79,Widowed,Retired/pensioned
CAN,Male,69,Married,Retired/pensioned
CAN,Female,43,Living together as married,Other
CAN,Female,26,Living together as married,Full time
CAN,Female,74,Married,Retired/pensioned
CAN,Male,65,Married,Part time
CAN,Female,54,Married,Homemaker not otherwise employed
CAN,Male,75,Married,Retired/pensioned
CAN,Female,53,Married,Retired/pensioned
CAN,Male,55,Single,Full time
CAN,Male,36,Married,Full time
CAN,Male,28,Single,Full time
CAN,Male,72,Married,Retired/pensioned
CAN,Female,25,Single,Unemployed
CAN,Female,52,Divorced,Full time
CAN,Female,58,Living together as married,Retired/pensioned
CAN,Male,60,Living together as married,Self employed
CAN,Female,42,Living together as married,Full time
CAN,Male,59,Married,Other
CAN,Male,57,Single,Retired/pensioned
CAN,Male,65,Married,Retired/pensioned
CAN,Female,62,Married,Retired/pensioned
CAN,Male,28,Living together as married,Full time
CAN,Female,43,Married,Full time
CAN,Male,37,Married,Full time
CAN,Male,48,Living together as married,Full time
CAN,Female,25,Single,Full time
CAN,Male,36,Single,Full time
CAN,Female,66,Married,Retired/pensioned
CAN,Male,30,Married,Full time
CAN,Male,22,Single,Part time
CAN,Female,24,Single,Full time
CAN,Male,54,Single,Full time
CAN,Male,73,Married,Retired/pensioned
CAN,Male,24,Single,Student
CAN,Male,56,Married,Full time
CAN,Female,52,Married,Full time
CAN,Female,69,Married,Part time
CAN,Female,74,Married,Retired/pensioned
