region,population,sex,age,education,income,statusquo,vote,age_group,high_income,support_level
SA,250000,M,40,PS,75000,1.24546,Y,30-44,TRUE,Supportive
SA,250000,F,36,S,15000,-0.58334,A,30-44,FALSE,Unsupportive
SA,250000,M,45,P,35000,-1.1113,N,45-59,TRUE,Unsupportive
SA,250000,F,23,S,35000,0.62692,Y,18-29,TRUE,Supportive
SA,250000,M,28,PS,75000,-0.93008,N,18-29,TRUE,Unsupportive
SA,250000,M,44,S,75000,1.5877,Y,30-44,TRUE,Supportive
SA,250000,F,22,PS,35000,-0.3024,U,18-29,TRUE,Unsupportive
SA,250000,F,45,P,15000,-0.49024,Y,45-59,FALSE,Unsupportive
SA,250000,M,42,P,7500,-1.12096,U,30-44,FALSE,Unsupportive
SA,250000,F,37,P,15000,1.44774,U,30-44,FALSE,Supportive
SA,250000,F,26,P,15000,0.30361,U,18-29,FALSE,Supportive
SA,250000,M,33,PS,35000,-0.58329,N,30-44,TRUE,Unsupportive
SA,250000,F,45,S,7500,0.19216,U,45-59,FALSE,Supportive
SA,250000,M,53,PS,35000,-1.034,N,45-59,TRUE,Unsupportive
SA,250000,F,24,PS,35000,-1.29617,N,18-29,TRUE,Unsupportive
SA,250000,F,47,PS,75000,-0.40469,N,45-59,TRUE,Unsupportive
SA,250000,F,36,PS,35000,-1.05877,N,30-44,TRUE,Unsupportive
SA,250000,M,45,PS,125000,1.29875,Y,45-59,TRUE,Supportive
SA,250000,F,39,S,125000,1.5877,Y,30-44,TRUE,Supportive
SA,250000,F,35,S,35000,-0.75754,U,30-44,TRUE,Unsupportive
SA,250000,F,53,S,35000,-0.37617,U,45-59,TRUE,Unsupportive
SA,250000,M,20,S,75000,-0.78955,N,18-29,TRUE,Unsupportive
SA,250000,M,50,P,15000,0.02737,Y,45-59,FALSE,Supportive
SA,250000,F,67,P,7500,0.84968,Y,60+,FALSE,Supportive
SA,250000,F,30,S,35000,0.60127,Y,30-44,TRUE,Supportive
SA,250000,F,65,P,15000,-1.06347,N,60+,FALSE,Unsupportive
SA,250000,M,33,S,15000,0.91949,U,30-44,FALSE,Supportive
SA,250000,F,57,P,15000,0.06283,Y,45-59,FALSE,Supportive
SA,250000,F,21,PS,35000,-0.36306,A,18-29,TRUE,Unsupportive
SA,250000,M,28,S,15000,-1.02236,Y,18-29,FALSE,Unsupportive
SA,250000,M,36,PS,15000,-1.15236,N,30-44,FALSE,Unsupportive
SA,250000,M,38,PS,35000,-0.50707,N,30-44,TRUE,Unsupportive
SA,250000,F,59,S,15000,-0.09055,U,45-59,FALSE,Unsupportive
SA,250000,M,32,S,35000,-0.12109,U,30-44,TRUE,Unsupportive
SA,250000,F,52,S,15000,-1.10692,N,45-59,FALSE,Unsupportive
SA,250000,F,21,PS,15000,-0.89847,N,18-29,FALSE,Unsupportive
SA,250000,F,23,PS,35000,-1.29617,N,18-29,TRUE,Unsupportive
SA,250000,M,36,S,75000,1.25914,Y,30-44,TRUE,Supportive
SA,250000,M,65,P,35000,1.55312,Y,60+,TRUE,Supportive
SA,250000,F,47,S,35000,0.1623,U,45-59,TRUE,Supportive
SA,250000,F,32,P,2500,1.29311,Y,30-44,FALSE,Supportive
SA,250000,F,44,PS,125000,1.47615,Y,30-44,TRUE,Supportive
SA,250000,M,57,P,35000,-1.29617,N,45-59,TRUE,Unsupportive
SA,250000,M,50,P,15000,0.6546,Y,45-59,FALSE,Supportive
SA,250000,M,35,S,35000,0.36224,U,30-44,TRUE,Supportive
SA,250000,F,20,PS,35000,0.88345,Y,18-29,TRUE,Supportive
SA,250000,F,48,S,35000,-0.11023,U,45-59,TRUE,Unsupportive
SA,250000,F,33,S,35000,0.94201,Y,30-44,TRUE,Supportive
SA,250000,M,20,S,35000,0.42371,N,18-29,TRUE,Supportive
SA,250000,M,36,S,35000,0.35407,Y,30-44,TRUE,Supportive
SA,250000,M,70,S,15000,1.4103,Y,60+,FALSE,Supportive
SA,250000,M,67,P,7500,-1.07308,N,60+,FALSE,Unsupportive
SA,250000,M,25,S,15000,0.02663,U,18-29,FALSE,Supportive
SA,250000,M,37,S,15000,-0.92721,N,30-44,FALSE,Unsupportive
SA,250000,F,26,S,15000,1.36523,Y,18-29,FALSE,Supportive
SA,250000,F,39,S,15000,0.63292,Y,30-44,FALSE,Supportive
SA,250000,M,45,P,15000,-0.68375,N,45-59,FALSE,Unsupportive
SA,250000,M,24,PS,35000,1.47164,Y,18-29,TRUE,Supportive
SA,250000,F,32,P,7500,1.2092,U,30-44,FALSE,Supportive
SA,250000,F,45,P,15000,-1.26247,N,45-59,FALSE,Unsupportive
SA,250000,M,50,P,7500,-1.29617,N,45-59,FALSE,Unsupportive
SA,250000,F,40,P,15000,-0.77529,U,30-44,FALSE,Unsupportive
SA,250000,M,35,PS,75000,-0.8322,N,30-44,TRUE,Unsupportive
SA,250000,M,28,S,15000,1.37129,Y,18-29,FALSE,Supportive
SA,250000,M,47,P,7500,-1.29617,N,45-59,FALSE,Unsupportive
SA,250000,M,21,S,15000,-1.04205,N,18-29,FALSE,Unsupportive
SA,250000,F,39,P,35000,-1.17235,N,30-44,TRUE,Unsupportive
SA,250000,F,20,PS,35000,-0.04348,N,18-29,TRUE,Unsupportive
SA,250000,M,63,P,15000,1.5877,Y,60+,FALSE,Supportive
SA,250000,M,32,S,2500,-0.6265,N,30-44,FALSE,Unsupportive
SA,250000,F,43,P,15000,1.33205,Y,30-44,FALSE,Supportive
SA,250000,M,30,S,35000,1.24611,Y,30-44,TRUE,Supportive
SA,250000,F,20,S,15000,1.4186,Y,18-29,FALSE,Supportive
SA,250000,M,56,P,35000,-0.24431,U,45-59,TRUE,Unsupportive
SA,250000,M,36,PS,35000,-1.29617,A,30-44,TRUE,Unsupportive
SA,250000,M,27,PS,35000,-0.76483,N,18-29,TRUE,Unsupportive
SA,250000,F,20,P,7500,0.96737,Y,18-29,FALSE,Supportive
SA,250000,F,24,S,7500,-1.29617,N,18-29,FALSE,Unsupportive
SA,250000,F,49,P,35000,-1.06985,N,45-59,TRUE,Unsupportive
SA,250000,M,41,PS,35000,-0.25322,U,30-44,TRUE,Unsupportive
SA,250000,M,18,S,35000,0.27038,N,18-29,TRUE,Supportive
SA,250000,F,31,S,35000,1.6051,U,30-44,TRUE,Supportive
SA,250000,M,37,PS,35000,-0.55383,N,30-44,TRUE,Unsupportive
SA,250000,F,22,S,75000,1.40347,Y,18-29,TRUE,Supportive
SA,250000,F,55,S,35000,-0.39484,U,45-59,TRUE,Unsupportive
SA,250000,M,22,S,35000,-0.19563,U,18-29,TRUE,Unsupportive
SA,250000,M,61,P,35000,0.46818,U,60+,TRUE,Supportive
SA,250000,M,62,P,35000,-0.40587,U,60+,TRUE,Unsupportive
SA,250000,F,27,P,125000,0.68235,A,18-29,TRUE,Supportive
SA,250000,F,19,S,7500,0.48183,U,18-29,FALSE,Supportive
SA,250000,F,46,S,35000,-1.26441,A,45-59,TRUE,Unsupportive
SA,250000,M,36,S,15000,-1.1854,N,30-44,FALSE,Unsupportive
SA,250000,F,60,P,35000,0.3834,Y,60+,TRUE,Supportive
SA,250000,M,34,PS,35000,0.54921,U,30-44,TRUE,Supportive
SA,250000,M,22,S,15000,-1.11582,A,18-29,FALSE,Unsupportive
SA,250000,F,47,P,15000,0.83048,Y,45-59,FALSE,Supportive
SA,250000,M,43,S,35000,-0.1826,N,30-44,TRUE,Unsupportive
SA,250000,M,49,P,35000,0.74014,U,45-59,TRUE,Supportive
SA,250000,M,57,P,7500,-1.29617,N,45-59,FALSE,Unsupportive
SA,250000,F,37,S,35000,-0.3003,U,30-44,TRUE,Unsupportive
SA,250000,M,25,S,35000,-1.29617,N,18-29,TRUE,Unsupportive
SA,250000,F,44,P,15000,1.32555,Y,30-44,FALSE,Supportive
SA,250000,F,19,P,15000,-0.47883,U,18-29,FALSE,Unsupportive
SA,250000,M,24,S,15000,0.72708,Y,18-29,FALSE,Supportive
SA,250000,F,19,PS,35000,-0.82327,N,18-29,TRUE,Unsupportive
SA,250000,M,18,S,15000,-1.25656,N,18-29,FALSE,Unsupportive
SA,250000,F,38,P,15000,-1.29617,N,30-44,FALSE,Unsupportive
SA,250000,F,36,S,2500,0.0074400000000000004,U,30-44,FALSE,Supportive
SA,250000,F,69,P,15000,1.25678,Y,60+,FALSE,Supportive
SA,250000,M,21,PS,75000,0.28707,Y,18-29,TRUE,Supportive
SA,250000,F,25,PS,15000,1.09971,A,18-29,FALSE,Supportive
SA,250000,M,42,S,35000,-0.62392,Y,30-44,TRUE,Unsupportive
SA,250000,M,49,S,35000,1.50986,Y,45-59,TRUE,Supportive
SA,250000,F,40,S,15000,0.29175,U,30-44,FALSE,Supportive
SA,250000,F,53,PS,15000,-0.27889,A,45-59,FALSE,Unsupportive
SA,250000,M,22,S,35000,-0.43626,N,18-29,TRUE,Unsupportive
SA,250000,M,45,S,35000,-0.18888,A,45-59,TRUE,Unsupportive
SA,250000,F,18,S,200000,-1.18011,N,18-29,TRUE,Unsupportive
SA,250000,F,21,PS,15000,-1.21834,N,18-29,FALSE,Unsupportive
SA,250000,M,19,S,7500,-0.8308,N,18-29,FALSE,Unsupportive
SA,250000,F,59,P,15000,-1.04005,U,45-59,FALSE,Unsupportive
SA,250000,F,60,P,35000,-0.6809,N,60+,TRUE,Unsupportive
SA,250000,F,20,P,15000,-1.13038,N,18-29,FALSE,Unsupportive
SA,250000,F,62,S,75000,1.5877,Y,60+,TRUE,Supportive
SA,250000,M,24,S,15000,-0.14715,Y,18-29,FALSE,Unsupportive
SA,250000,F,70,P,35000,1.55399,Y,60+,TRUE,Supportive
SA,250000,M,42,S,35000,1.50846,A,30-44,TRUE,Supportive
SA,250000,M,21,PS,35000,-1.22285,N,18-29,TRUE,Unsupportive
SA,250000,F,50,S,75000,0.22716,Y,45-59,TRUE,Supportive
SA,250000,F,60,P,35000,-0.57897,U,60+,TRUE,Unsupportive
SA,250000,F,22,P,75000,-1.12024,N,18-29,TRUE,Unsupportive
SA,250000,F,56,S,35000,0.53532,Y,45-59,TRUE,Supportive
SA,250000,M,22,S,15000,-1.29617,N,18-29,FALSE,Unsupportive
SA,250000,F,42,S,35000,0.934,Y,30-44,TRUE,Supportive
SA,250000,M,53,P,15000,1.4277,Y,45-59,FALSE,Supportive
SA,250000,F,30,S,15000,-1.26325,N,30-44,FALSE,Unsupportive
SA,250000,M,24,PS,200000,-1.00115,N,18-29,TRUE,Unsupportive
SA,250000,F,37,S,35000,0.91144,Y,30-44,TRUE,Supportive
SA,250000,M,55,PS,15000,-1.02974,N,45-59,FALSE,Unsupportive
SA,250000,M,41,S,75000,-1.04685,N,30-44,TRUE,Unsupportive
SA,250000,F,21,S,35000,-0.9465,A,18-29,TRUE,Unsupportive
SA,250000,F,36,S,7500,-0.40386,A,30-44,FALSE,Unsupportive
SA,250000,F,29,P,15000,-0.73164,A,18-29,FALSE,Unsupportive
SA,250000,M,21,S,75000,-0.087,U,18-29,TRUE,Unsupportive
SA,250000,M,55,P,15000,-1.16446,N,45-59,FALSE,Unsupportive
SA,250000,F,59,S,15000,0.70457,U,45-59,FALSE,Supportive
SA,250000,M,27,S,35000,0.18113,U,18-29,TRUE,Supportive
SA,250000,F,30,S,35000,0.71686,A,30-44,TRUE,Supportive
SA,250000,F,44,P,7500,-0.70865,U,30-44,FALSE,Unsupportive
SA,250000,M,58,P,35000,-1.29617,N,45-59,TRUE,Unsupportive
SA,250000,F,30,S,15000,-1.29617,N,30-44,FALSE,Unsupportive
SA,250000,F,44,P,7500,-1.2204,N,30-44,FALSE,Unsupportive
SA,250000,M,52,P,15000,0.94667,Y,45-59,FALSE,Supportive
SA,250000,F,30,S,15000,-0.92566,N,30-44,FALSE,Unsupportive
SA,250000,M,20,S,15000,-0.27723,U,18-29,FALSE,Unsupportive
SA,250000,F,59,P,7500,-0.55051,U,45-59,FALSE,Unsupportive
SA,250000,M,18,S,15000,1.20547,Y,18-29,FALSE,Supportive
SA,250000,M,24,S,35000,1.15313,A,18-29,TRUE,Supportive
SA,250000,F,21,S,35000,1.32923,Y,18-29,TRUE,Supportive
SA,250000,M,49,P,7500,-0.15941,U,45-59,FALSE,Unsupportive
SA,250000,M,58,S,35000,0.12745,Y,45-59,TRUE,Supportive
SA,250000,F,25,S,15000,-1.30809,A,18-29,FALSE,Unsupportive
SA,250000,M,21,S,35000,-1.11348,N,18-29,TRUE,Unsupportive
SA,250000,F,60,S,15000,0.52689,U,60+,FALSE,Supportive
SA,250000,M,54,P,7500,-1.30296,U,45-59,FALSE,Unsupportive
SA,250000,F,43,P,7500,-1.29617,N,30-44,FALSE,Unsupportive
SA,250000,M,30,S,15000,0.66365,N,30-44,FALSE,Supportive
SA,250000,M,49,S,35000,-0.95176,N,45-59,TRUE,Unsupportive
SA,250000,F,54,P,2500,-0.25607,Y,45-59,FALSE,Unsupportive
SA,250000,F,19,S,15000,-0.80563,U,18-29,FALSE,Unsupportive
SA,250000,F,36,S,15000,-1.17637,U,30-44,FALSE,Unsupportive
SA,250000,F,58,P,15000,0.82026,U,45-59,FALSE,Supportive
SA,250000,M,42,S,35000,0.00476,U,30-44,TRUE,Supportive
SA,250000,M,35,S,15000,0.24119,U,30-44,FALSE,Supportive
SA,250000,F,44,P,35000,-0.69008,A,30-44,TRUE,Unsupportive
SA,250000,F,23,PS,75000,0.17177,Y,18-29,TRUE,Supportive
SA,250000,M,24,PS,35000,-0.76975,A,18-29,TRUE,Unsupportive
SA,250000,M,60,P,35000,1.5877,Y,60+,TRUE,Supportive
SA,250000,M,54,P,7500,0.32214,U,45-59,FALSE,Supportive
SA,250000,F,38,P,35000,-0.71844,Y,30-44,TRUE,Unsupportive
SA,250000,M,40,S,35000,-1.29617,N,30-44,TRUE,Unsupportive
SA,250000,M,18,S,7500,-0.60959,U,18-29,FALSE,Unsupportive
SA,250000,F,49,P,35000,0.90167,Y,45-59,TRUE,Supportive
SA,250000,M,43,PS,75000,1.33092,Y,30-44,TRUE,Supportive
SA,250000,F,34,PS,75000,-1.22424,N,30-44,TRUE,Unsupportive
SA,250000,F,54,P,35000,0.0032,U,45-59,TRUE,Supportive
SA,250000,M,18,S,35000,-1.30351,N,18-29,TRUE,Unsupportive
SA,250000,F,26,S,7500,-1.1212,U,18-29,FALSE,Unsupportive
SA,250000,M,52,S,7500,1.19812,Y,45-59,FALSE,Supportive
SA,250000,M,55,S,2500,-1.29617,N,45-59,FALSE,Unsupportive
SA,250000,M,23,S,15000,-1.29617,N,18-29,FALSE,Unsupportive
SA,250000,M,38,P,15000,-1.19739,N,30-44,FALSE,Unsupportive
SA,250000,F,36,P,2500,-1.05197,U,30-44,FALSE,Unsupportive
SA,250000,F,46,P,7500,-0.98023,N,45-59,FALSE,Unsupportive
SA,250000,F,33,P,7500,-1.12528,N,30-44,FALSE,Unsupportive
SA,250000,M,43,S,15000,0.15515,U,30-44,FALSE,Supportive
SA,250000,M,21,S,35000,0.60084,Y,18-29,TRUE,Supportive
SA,250000,M,49,P,15000,1.35626,Y,45-59,FALSE,Supportive
SA,250000,F,21,P,15000,1.19147,Y,18-29,FALSE,Supportive
SA,250000,F,56,P,7500,0.38583,Y,45-59,FALSE,Supportive
SA,250000,F,35,P,7500,-0.80037,U,30-44,FALSE,Unsupportive
SA,250000,M,18,S,15000,1.02608,Y,18-29,FALSE,Supportive
SA,250000,F,41,P,2500,-0.41295,U,30-44,FALSE,Unsupportive
SA,250000,F,49,P,35000,0.38253,U,45-59,TRUE,Supportive
SA,250000,M,37,S,35000,-1.29617,N,30-44,TRUE,Unsupportive
SA,250000,M,55,P,7500,0.81641,U,45-59,FALSE,Supportive
SA,250000,F,49,P,2500,1.29338,U,45-59,FALSE,Supportive
SA,250000,M,22,S,7500,0.87797,N,18-29,FALSE,Supportive
SA,250000,F,26,S,15000,0.12779,Y,18-29,FALSE,Supportive
SA,250000,M,51,P,15000,1.47784,Y,45-59,FALSE,Supportive
SA,250000,F,56,P,15000,-1.29617,N,45-59,FALSE,Unsupportive
SA,250000,F,30,P,15000,1.03464,U,30-44,FALSE,Supportive
SA,250000,M,45,S,15000,-1.21834,N,45-59,FALSE,Unsupportive
SA,250000,M,31,P,35000,-0.53827,U,30-44,TRUE,Unsupportive
SA,250000,M,35,P,7500,-0.93981,U,30-44,FALSE,Unsupportive
SA,250000,M,53,P,15000,-1.18011,N,45-59,FALSE,Unsupportive
SA,250000,M,63,P,35000,-1.29617,N,60+,TRUE,Unsupportive
SA,250000,F,25,S,7500,1.43653,Y,18-29,FALSE,Supportive
SA,250000,F,40,P,2500,-1.30469,N,30-44,FALSE,Unsupportive
SA,250000,F,54,P,7500,-1.21834,N,45-59,FALSE,Unsupportive
SA,250000,F,62,P,35000,0.88557,Y,60+,TRUE,Supportive
SA,250000,F,19,S,35000,-1.25795,U,18-29,TRUE,Unsupportive
SA,250000,M,26,S,15000,-0.71001,N,18-29,FALSE,Unsupportive
SA,250000,M,61,P,7500,1.01062,Y,60+,FALSE,Supportive
SA,250000,M,39,P,15000,-0.72982,A,30-44,FALSE,Unsupportive
SA,250000,M,22,P,7500,-0.04564,Y,18-29,FALSE,Unsupportive
SA,250000,M,21,S,15000,-1.29617,N,18-29,FALSE,Unsupportive
SA,250000,F,59,P,7500,-0.17956,Y,45-59,FALSE,Unsupportive
SA,250000,M,65,P,15000,0.04302,U,60+,FALSE,Supportive
SA,250000,F,61,P,7500,0.54606,Y,60+,FALSE,Supportive
SA,250000,F,30,P,7500,-0.25119,U,30-44,FALSE,Unsupportive
SA,250000,M,27,S,35000,0.13241,Y,18-29,TRUE,Supportive
SA,250000,M,60,P,15000,0.55837,Y,60+,FALSE,Supportive
SA,250000,M,33,S,75000,-1.19132,A,30-44,TRUE,Unsupportive
SA,250000,F,32,S,35000,0.38569,U,30-44,TRUE,Supportive
SA,250000,F,38,S,35000,-1.04685,U,30-44,TRUE,Unsupportive
SA,250000,M,56,P,35000,0.41755,Y,45-59,TRUE,Supportive
SA,250000,F,45,S,15000,0.89367,Y,45-59,FALSE,Supportive
SA,250000,F,18,S,35000,0.43887,Y,18-29,TRUE,Supportive
SA,250000,F,39,S,35000,-0.12671,U,30-44,TRUE,Unsupportive
SA,250000,M,57,P,15000,0.53539,U,45-59,FALSE,Supportive
SA,250000,M,51,P,7500,-1.29617,N,45-59,FALSE,Unsupportive
SA,250000,M,32,S,15000,-0.84836,N,30-44,FALSE,Unsupportive
SA,250000,M,70,P,35000,0.72449,Y,60+,TRUE,Supportive
SA,250000,F,20,S,15000,1.00364,Y,18-29,FALSE,Supportive
SA,250000,F,46,S,7500,-0.42243000000000003,N,45-59,FALSE,Unsupportive
SA,250000,F,55,P,35000,-0.55903,N,45-59,TRUE,Unsupportive
SA,250000,M,23,S,35000,0.22104,A,18-29,TRUE,Supportive
SA,250000,F,28,S,15000,-1.29617,N,18-29,FALSE,Unsupportive
SA,250000,F,22,S,35000,-1.17702,U,18-29,TRUE,Unsupportive
SA,250000,M,23,PS,35000,-1.30351,N,18-29,TRUE,Unsupportive
SA,250000,F,37,P,35000,-1.12566,U,30-44,TRUE,Unsupportive
SA,250000,M,47,S,15000,-0.80419,U,45-59,FALSE,Unsupportive
SA,250000,M,42,P,35000,-0.86525,A,30-44,TRUE,Unsupportive
SA,250000,F,47,S,15000,-1.22502,N,45-59,FALSE,Unsupportive
SA,250000,F,45,S,125000,-0.60096,U,45-59,TRUE,Unsupportive
SA,250000,M,18,S,75000,-1.06848,N,18-29,TRUE,Unsupportive
SA,250000,F,27,P,7500,-0.05229,U,18-29,FALSE,Unsupportive
SA,250000,F,48,P,35000,0.58275,Y,45-59,TRUE,Supportive
SA,250000,F,18,S,35000,-1.29617,N,18-29,TRUE,Unsupportive
SA,250000,F,33,P,2500,-0.32492,U,30-44,FALSE,Unsupportive
SA,250000,M,27,S,7500,-1.34392,N,18-29,FALSE,Unsupportive
SA,250000,M,48,P,35000,-1.19504,N,45-59,TRUE,Unsupportive
SA,250000,F,45,P,35000,-0.49641,U,45-59,TRUE,Unsupportive
SA,250000,F,32,PS,35000,-0.93492,U,30-44,TRUE,Unsupportive
SA,250000,M,34,P,15000,-0.17177,U,30-44,FALSE,Unsupportive
SA,250000,F,36,PS,35000,5.5e-4,U,30-44,TRUE,Supportive
SA,250000,M,49,S,125000,-1.25795,N,45-59,TRUE,Unsupportive
SA,250000,F,43,S,35000,0.25319,Y,30-44,TRUE,Supportive
SA,250000,F,19,S,75000,1.35136,Y,18-29,TRUE,Supportive
SA,250000,M,24,S,35000,-1.15762,N,18-29,TRUE,Unsupportive
SA,250000,M,49,PS,35000,-1.14049,N,45-59,TRUE,Unsupportive
SA,250000,M,24,PS,75000,-0.96014,N,18-29,TRUE,Unsupportive
SA,250000,M,56,S,75000,-1.10273,N,45-59,TRUE,Unsupportive
SA,250000,F,47,P,15000,1.54808,Y,45-59,FALSE,Supportive
SA,250000,F,35,S,15000,-0.35334,A,30-44,FALSE,Unsupportive
SA,250000,M,45,PS,35000,-1.04016,N,45-59,TRUE,Unsupportive
SA,250000,F,26,S,15000,-1.14952,N,18-29,FALSE,Unsupportive
SA,250000,M,48,S,7500,-0.46328,A,45-59,FALSE,Unsupportive
SA,250000,M,20,S,35000,-1.07386,N,18-29,TRUE,Unsupportive
SA,250000,F,26,S,125000,0.30352,Y,18-29,TRUE,Supportive
SA,250000,F,64,P,2500,-1.29617,U,60+,FALSE,Unsupportive
SA,250000,M,41,S,15000,-1.29617,N,30-44,FALSE,Unsupportive
SA,250000,M,22,S,35000,0.14497,U,18-29,TRUE,Supportive
SA,250000,F,42,S,75000,-1.25656,N,30-44,TRUE,Unsupportive
SA,250000,F,44,P,2500,-1.29617,N,30-44,FALSE,Unsupportive
SA,250000,M,36,P,7500,-1.29617,N,30-44,FALSE,Unsupportive
SA,250000,F,24,S,15000,-0.73585,A,18-29,FALSE,Unsupportive
SA,250000,M,27,S,15000,-0.37315,N,18-29,FALSE,Unsupportive
SA,250000,M,24,PS,15000,-0.65961,N,18-29,FALSE,Unsupportive
SA,250000,F,30,S,35000,1.24478,Y,30-44,TRUE,Supportive
SA,250000,M,47,P,35000,-0.98792,N,45-59,TRUE,Unsupportive
SA,250000,F,55,P,15000,-0.10726,Y,45-59,FALSE,Unsupportive
SA,250000,F,54,P,7500,-1.29617,N,45-59,FALSE,Unsupportive
SA,250000,F,34,P,15000,-1.00272,U,30-44,FALSE,Unsupportive
SA,250000,M,30,S,15000,-0.45937,U,30-44,FALSE,Unsupportive
SA,250000,M,56,P,35000,-0.40479,Y,45-59,TRUE,Unsupportive
SA,250000,F,42,S,15000,-0.35685,U,30-44,FALSE,Unsupportive
SA,250000,F,43,P,7500,-1.29617,N,30-44,FALSE,Unsupportive
SA,250000,M,68,P,7500,-0.70372,N,60+,FALSE,Unsupportive
SA,250000,F,23,PS,75000,0.11608,U,18-29,TRUE,Supportive
SA,250000,M,33,S,35000,-1.14049,N,30-44,TRUE,Unsupportive
SA,250000,F,69,S,35000,0.34293,U,60+,TRUE,Supportive
SA,250000,F,22,PS,75000,-1.26305,A,18-29,TRUE,Unsupportive
SA,250000,M,33,S,15000,-0.10246,Y,30-44,FALSE,Unsupportive
SA,250000,F,42,S,75000,1.26053,U,30-44,TRUE,Supportive
SA,250000,M,62,S,35000,-0.96901,N,60+,TRUE,Unsupportive
SA,250000,F,20,S,35000,-1.29617,N,18-29,TRUE,Unsupportive
SA,250000,M,58,PS,35000,-1.29617,N,45-59,TRUE,Unsupportive
SA,250000,M,22,PS,35000,-1.1517,N,18-29,TRUE,Unsupportive
SA,250000,M,37,S,35000,-1.03486,N,30-44,TRUE,Unsupportive
SA,250000,F,42,S,35000,-1.29617,N,30-44,TRUE,Unsupportive
SA,250000,F,36,S,35000,0.5922,Y,30-44,TRUE,Supportive
SA,250000,F,25,S,35000,-1.08055,A,18-29,TRUE,Unsupportive
SA,250000,M,62,S,75000,1.29875,Y,60+,TRUE,Supportive
SA,250000,M,34,S,35000,-0.82904,U,30-44,TRUE,Unsupportive
SA,250000,F,55,P,7500,1.15429,U,45-59,FALSE,Supportive
SA,250000,M,33,PS,75000,-0.86276,N,30-44,TRUE,Unsupportive
SA,250000,M,45,S,35000,1.19997,Y,45-59,TRUE,Supportive
SA,250000,M,60,S,35000,1.5877,Y,60+,TRUE,Supportive
SA,250000,F,27,S,7500,-1.29617,N,18-29,FALSE,Unsupportive
SA,250000,F,50,S,75000,1.5877,Y,45-59,TRUE,Supportive
SA,250000,M,22,S,35000,-0.78022,U,18-29,TRUE,Unsupportive
SA,250000,F,35,P,15000,-0.51037,U,30-44,FALSE,Unsupportive
SA,250000,M,28,S,7500,-1.29617,N,18-29,FALSE,Unsupportive
SA,250000,M,63,P,35000,1.18876,Y,60+,TRUE,Supportive
SA,250000,F,27,P,7500,-1.29617,A,18-29,FALSE,Unsupportive
SA,250000,M,50,S,35000,-1.23032,U,45-59,TRUE,Unsupportive
SA,250000,F,42,P,75000,0.90769,U,30-44,TRUE,Supportive
SA,250000,M,24,PS,35000,1.41464,Y,18-29,TRUE,Supportive
SA,250000,F,24,PS,35000,0.06047,A,18-29,TRUE,Supportive
SA,250000,M,28,S,35000,0.03189,U,18-29,TRUE,Supportive
SA,250000,F,36,S,35000,1.1092,U,30-44,TRUE,Supportive
SA,250000,M,64,P,2500,-0.23703,U,60+,FALSE,Unsupportive
SA,250000,F,48,P,15000,-0.16364,A,45-59,FALSE,Unsupportive
SA,250000,M,44,PS,15000,-0.32082,U,30-44,FALSE,Unsupportive
SA,250000,F,30,S,35000,-0.22533,A,30-44,TRUE,Unsupportive
SA,250000,F,43,P,7500,0.13591,Y,30-44,FALSE,Supportive
SA,250000,F,50,P,15000,0.5567,U,45-59,FALSE,Supportive
SA,250000,M,60,P,35000,-0.88715,N,60+,TRUE,Unsupportive
SA,250000,F,22,P,7500,-0.63484,U,18-29,FALSE,Unsupportive
SA,250000,M,23,P,7500,-1.10367,N,18-29,FALSE,Unsupportive
SA,250000,F,60,P,2500,0.36597,Y,60+,FALSE,Supportive
SA,250000,M,19,S,15000,-1.29617,N,18-29,FALSE,Unsupportive
SA,250000,F,39,S,7500,-0.56363,U,30-44,FALSE,Unsupportive
SA,250000,M,38,P,15000,-0.40009,N,30-44,FALSE,Unsupportive
SA,250000,M,37,S,7500,-0.66692,N,30-44,FALSE,Unsupportive
SA,250000,M,35,P,15000,-1.29617,N,30-44,FALSE,Unsupportive
SA,250000,M,59,S,35000,-1.29617,N,45-59,TRUE,Unsupportive
SA,250000,F,35,P,35000,-1.13471,A,30-44,TRUE,Unsupportive
SA,250000,F,68,P,2500,-1.04685,N,60+,FALSE,Unsupportive
SA,250000,F,42,P,15000,-0.62868,U,30-44,FALSE,Unsupportive
SA,250000,M,25,S,15000,0.4566,Y,18-29,FALSE,Supportive
SA,250000,F,28,P,7500,-1.29617,N,18-29,FALSE,Unsupportive
SA,250000,F,45,P,15000,-0.42882,N,45-59,FALSE,Unsupportive
SA,250000,F,38,P,15000,-0.7714,U,30-44,FALSE,Unsupportive
SA,250000,F,23,PS,35000,-0.87985,U,18-29,TRUE,Unsupportive
SA,250000,F,46,S,35000,-1.29617,N,45-59,TRUE,Unsupportive
SA,250000,M,68,S,15000,1.5877,Y,60+,FALSE,Supportive
SA,250000,M,21,PS,75000,0.44665,A,18-29,TRUE,Supportive
SA,250000,M,25,PS,35000,1.36539,Y,18-29,TRUE,Supportive
SA,250000,F,36,S,35000,-1.29617,U,30-44,TRUE,Unsupportive
SA,250000,F,22,PS,35000,0.15722,A,18-29,TRUE,Supportive
SA,250000,F,61,S,35000,-1.29617,N,60+,TRUE,Unsupportive
SA,250000,M,19,S,7500,0.47772,A,18-29,FALSE,Supportive
